userName,review,date,isEdited,title,rating,app_name,app_id
Happy Snappy 2,"Nothing else like it! Videos on nearly any topic a person could want. Some of them are excellent! I have refinished kitchen cabinets, repaired drywall, tuned up my Jeep Wrangler and now have the lawn that’s the envy of the neighborhood! Nowhere else is there so much useful information so easily available.",2022-02-10 00:51:52,False,The best of the best!,5,youtube-watch-listen-stream,544007664
billygoat213,"This service used to be user-friendly but now all it cares about is making money. Not only do I have to watch sometimes two ads before a video, but they will auto play another ad after my video is ended. Plus the nonstop questions of do I want to “upgrade to premium” are driving me batty. Also if I pause a video to see more detail everything‘s greyed out and I can’t see anything. How is this helpful to any user?",2022-02-13 01:42:55,False,Really terrible at this point,1,youtube-watch-listen-stream,544007664
Rubyvenus,"I like some of the songs and mantras which are for only few minutes. 

I hope they have repeat button do it automatically repeats for few times.",2022-01-17 19:11:25,False,Repeat button - few times,5,youtube-watch-listen-stream,544007664
Preston Jones 1234,My friend Jaspuwu uses this small app and I thought it was going to be buggy and glitchy but it turns out the small internet company google has managed to do something slightly productive for once even if they are selling my data to the Chinese,2022-01-13 04:24:34,False,Jaspuwu,5,youtube-watch-listen-stream,544007664
Microfarmer,We work hard to get subscribers and if we not going over night to a1000 I don’t see why the little one or two people I get gets taking away there should be a cap on the amount that get taking away if you see someone that started and over night get over 200 yes purge them but a raggedy 5 or ten should be able to hang in there,2022-01-14 21:54:44,False,Stop taking subs away,3,youtube-watch-listen-stream,544007664
Adr!anoob,"How can I quick estimate the quality of videos without the dislike count? Am I supposed to watch 20 min just to find out it’s a bad video?

The dislike count should be a public statistics for viewers.",2022-01-10 21:01:52,False,Where did the dislike count go?,5,youtube-watch-listen-stream,544007664
cristy$130,For the past couple weeks my horror playlist my continue watching playlist and my crystal playlist have been missing from my library and this isnt the first time ive had this glitch please fix this,2022-01-10 17:06:31,False,Playlist glitch,5,youtube-watch-listen-stream,544007664
Buzz04,"So apparently about the whole “previous and next” thing, there’s like some glitch that keeps happening on my app for some reason. Could you possibly try and maybe figure that out? Again, I apologize",2022-09-18 13:18:56,False,Another apology😓😓,5,youtube-watch-listen-stream,544007664
bugwiserrules13,I need help with a sharing / posting video issue Been going on for a week and can’t get any help . Is there a telephone # or a chat that I can talk to a tach from you tube . Please contact asap. Fred Singer.,2022-09-12 01:50:21,False,I’ve been having an issue for a week and can’t find anyone to help me,5,youtube-watch-listen-stream,544007664
Leokarkas,I enjoy scrolling the U tube every morning when I wake up and always find something refreshing and educational to start the day with. Thank you for providing me this luxury I cannot do without. I can truly say U tube becomes a necessity.,2022-08-25 03:02:46,False,U tube becomes a necessity,5,youtube-watch-listen-stream,544007664
Rissewalla,I’m not understanding the purpose of this option. I should be able to sort to see the very bottom of a list. I don’t understand why you would take it out and how that is helping your app. It’s dumb. This is why ppl are trying to make videos on other apps. Y’all are making ishh too complicated.,2022-08-26 05:53:41,False,Where is the old video sort option?,3,youtube-watch-listen-stream,544007664
skylucuar,There is nothing with the app it is Al super functional and I really like it but there is something about it they I don’t like it is that when I put in my age nine it shows inappropriate videos and at my age I really shouldn’t be watching those types of videos,2022-08-01 05:19:38,False,Best app,5,youtube-watch-listen-stream,544007664
matthew 1353,"Every single time an advertisement ends or you touch the screen by accident, it will literally always for some reason, slide the screen to the top left corner and I do not know why. It has literally given me so much anxiety since the update, to the point where I just stop watching on the app entirely. Please fix this please!",2022-08-20 04:31:33,False,One problem with the app,3,youtube-watch-listen-stream,544007664
Arkilaeus,"…yeah, just too many ads.  It’s all great, but there are too many ads.  There’s like two video adds now every time I watch a video, more often in the middle than there used to be and also at the end.  It’s just gotten worse.  They really don’t need more ad money.",2022-08-05 03:40:48,False,A great app!  …with too many ads.,4,youtube-watch-listen-stream,544007664
mjacqu586,"Im glad for this you tube video’s they’re very helpful, I just hope I can follow and do it as easy as the video, the instructor make it look simple but watching a video and actually doing it is different, or maybe not a lot of difference.",2022-07-29 15:00:12,False,Great know how,5,youtube-watch-listen-stream,544007664
Josette 777,I was upset about the ads continuously so decided to cancel my music subscription as I watch regular videos too. I saw that they have music and no ads for regular videos for three dollars more. Hopefully it doesn’t disappoint.,2022-07-25 11:35:58,False,I’m changing my rating,5,youtube-watch-listen-stream,544007664
ikifsscfrgjjjffrrtcvy,And on top of the fake accounts or the people trying to get Clickbait you don’t even give me an option to remove them from my suggestions only some of the fake channels are allowed that option and it’s annoying,2022-07-26 02:46:19,False,You allow to many fake accounts,4,youtube-watch-listen-stream,544007664
